-19028.736819267273	-17694.995421528816	-17593.29655134678	-13133.352891921997	-44401.43359375	-56560.9453125	-14640.442556381226	-11849.51505279541	-15033.361124038696	-174.28212636709213	-19431.94081568718	-7764.2425318956375	-15299.061561584473	-15200.435216486454	-19961.57575595379	-16954.135540008545	-18072.40359210968	-455.59204292297363	-16607.16513943672	-18960.602326750755	-16595.63311767578	-57878.998046875	-224.70256459712982	-28097.677734375	-46255.8359375	-57625.1875	-30409.07830810547	-70323.7900390625	-308.021160364151	-35804.56329345703	-37775.013671875	-13583.190673828125	-20159.33184427023	-50468.74609375	-14879.304602146149	-14668.624875068665	-843.5593457818031	-75318.63671875	-65990.31178855896	-16690.93092918396	-16605.86530303955	-9859.844711303711	-16154.20580482483	-10386.821350097656	-7785.992266058922	-8984.732117414474	-313.59227430820465
-19568.366817235947	-18155.733511447906	-18043.44370561838	-12893.640453994274	-43511.28179174662	-55398.76654320955	-14327.350342154503	-11726.1233574152	-14754.859412491322	-538.8256626725197	-20024.051757752895	-7647.250283360481	-14985.426639318466	-15544.841734588146	-19594.424307644367	-16608.27538985014	-17688.9854144454	-653.494707107544	-16266.666879534721	-18645.605670928955	-16263.807439565659	-56692.68656843901	-537.2030450105667	-27550.39889025688	-45331.79190528393	-56525.95861572027	-29764.5071130991	-68894.75902563334	-587.5419838428497	-35079.68788933754	-36998.37826114893	-13320.910820007324	-19787.745352625847	-49449.02102577686	-15167.808610916138	-14422.23567378521	-1188.012202680111	-73824.55895400047	-65596.24924063683	-16336.066980302334	-16247.413671076298	-9685.606346130371	-15870.531851947308	-10168.823463439941	-7662.007204413414	-8814.134041547775	-613.4209956526756
-18266.2328902483	-17098.374985933304	-17013.490583240986	-12687.246262073517	-42799.92035615444	-54437.81596267223	-14129.311210513115	-11422.92147821188	-14510.872423410416	-947.2955995798111	-18772.37965720892	-7509.8951197862625	-14751.973128318787	-14553.735955357552	-20761.95741689205	-17326.33655166626	-17642.96875309944	-794.7606067657471	-16308.637553334236	-18531.90741455555	-16057.772813737392	-55727.96787250042	-986.5120740532875	-27040.1191842556	-44600.04454791546	-55463.376991808414	-29302.259701788425	-67651.11956995726	-830.0433365106583	-34456.6155025363	-36387.795879781246	-13124.238443136215	-19439.296402335167	-48591.35768800974	-14303.047720193863	-14139.137223482132	-1461.4275614619255	-72569.6924444437	-63449.1060538888	-16063.25765311718	-16022.55177783966	-9509.409442842007	-15559.542248547077	-10018.278331756592	-7511.499978423119	-8700.760163068771	-845.5601356625557
-18048.745188117027	-15005.202792346478	-18467.155701816082	-12112.421307563782	-42316.7078204155	-53788.942236185074	-13947.963974237442	-11329.636563718319	-14325.938523769379	-1053.2233290672302	-18630.283958673477	-7413.397225499153	-14610.38660478592	-14446.520277261734	-18932.018877387047	-16079.664484322071	-17187.652645528316	-909.720048904419	-15793.457075357437	-18023.09431785345	-15794.378414392471	-55030.6310403347	-1177.9871047735214	-26686.564729094505	-43995.60744047165	-54823.9300429225	-28947.78047966957	-67003.21723842621	-964.1817346215248	-34031.52070522308	-35902.07881915569	-12939.554464817047	-19150.10940670967	-47982.946606993675	-14141.059291660786	-13929.782013952732	-1651.6739511489868	-71612.98505783081	-62660.35916388035	-15908.496581971645	-15764.70506119728	-9395.810165405273	-15311.801482617855	-9912.720672607422	-7441.425699591637	-8537.033333539963	-1040.3948642611504
-18805.862888216972	-17559.113075852394	-17463.63773751259	-12447.533824145794	-41909.76855415106	-53275.637193381786	-13816.218996286392	-11299.529782831669	-14232.370711863041	-1311.8391358852386	-19364.490599274635	-7392.902871251106	-14438.33820605278	-14898.142473459244	-20394.80596858263	-16980.476401507854	-17259.55057543516	-992.6632709503174	-15968.139293432236	-18216.91075873375	-15725.94713562727	-54541.65639406443	-1299.0125544667244	-26492.84034013748	-43676.00051569939	-54364.14810752869	-28657.688506782055	-66222.08855652809	-1109.564159989357	-33731.740098416805	-35611.160469055176	-12861.958589315414	-19067.709910690784	-47571.6326200366	-14591.551728963852	-13892.748022198677	-1805.8804183602333	-71075.61467969418	-63055.04350596666	-15708.393704235554	-15664.100145876408	-9335.171077668667	-15275.868295669556	-9800.280445098877	-7387.514916777611	-8530.162087202072	-1145.3888570070267
-18588.3751860857	-15465.940882265568	-18917.302856087685	-11872.708869636059	-41426.55601841211	-52626.76346689463	-13634.87176001072	-11206.244868338108	-14047.436812222004	-1417.7668653726578	-19222.394900739193	-7296.404976963997	-14296.751682519913	-14790.926795363426	-18564.867429077625	-15733.804334163666	-16804.234467864037	-1107.6227130889893	-15452.958815455437	-17708.09766203165	-15462.552736282349	-53844.31956189871	-1490.4875851869583	-26139.285884976387	-43071.56340825558	-53724.70115864277	-28303.2092846632	-65574.18622499704	-1243.7025581002235	-33306.64530110359	-35125.44340842962	-12677.274610996246	-18778.52291506529	-46963.22153902054	-14429.563300430775	-13683.392812669277	-1996.1268080472946	-70118.90729308128	-62266.296615958214	-15553.63263309002	-15406.253429234028	-9221.571800231934	-15028.127529740334	-9694.722785949707	-7317.440637946129	-8366.435257673264	-1340.2235856056213
-17567.259744524956	-16486.4246468544	-16519.112019777298	-12371.973575949669	-41276.93769055605	-52565.91743540764	-13698.750662744045	-11042.594797730446	-14089.0493786335	-1373.2568271756172	-19489.572491526604	-7291.293746113777	-14404.053594768047	-13865.759421229362	-18448.7041760087	-15656.57766199112	-16761.90858513117	-1171.3329448699951	-15422.548393130302	-17640.62433028221	-15432.332166731358	-53818.213521540165	-1625.5049200057983	-26146.359821558	-43030.105786561966	-53584.46497583389	-28256.80789732933	-65447.68714636564	-1337.322643995285	-33287.052840054035	-35085.34485077858	-12627.964273452759	-18702.863155543804	-46903.32266485691	-13257.374409973621	-14668.241014003754	-2018.9199219346046	-69969.27071237564	-61236.57223343849	-15560.892585814	-15413.813766539097	-9207.56453704834	-14998.44614994526	-9689.768323898315	-7294.488909125328	-8440.092442274094	-1348.857993364334
-19388.5411131382	-16397.484425902367	-16518.99343496561	-12243.389243125916	-41204.895480036736	-52491.377043783665	-13603.664801478386	-11037.128762960434	-13965.142992854118	-1535.0045232772827	-18130.478275954723	-7271.844025731087	-14259.983100950718	-14143.76789188385	-18642.908087730408	-15773.830619573593	-16907.737614393234	-1145.195571899414	-15570.923545479774	-18648.928895890713	-15686.520931243896	-53645.665218412876	-1688.922226846218	-26064.669319927692	-42903.922548770905	-53526.73163127899	-28187.51345729828	-65238.88047206402	-1359.2043713331223	-33273.276743113995	-35065.24819737673	-12622.077732205391	-18821.91913217306	-46899.5356978178	-13876.736614584923	-13641.611408352852	-2086.1362807154655	-70043.59910488129	-61052.20627999306	-15504.519244551659	-15457.054791271687	-9213.186527252197	-14940.133780777454	-9666.891653060913	-7346.65001386404	-8396.640232801437	-1389.1891513466835
-17286.241259098053	-14408.582356750965	-17887.34973371029	-11666.314677715302	-40715.19458281994	-51665.81288635731	-13436.832628369331	-10903.042989134789	-13803.449823141098	-1826.2368022799492	-17970.722800195217	-7159.049813389778	-14063.298171520233	-13799.821016132832	-19732.40053832531	-16451.865495979786	-16758.217806518078	-1248.8886127471924	-15494.929489254951	-17594.399405658245	-15256.518110454082	-52879.60086596012	-1939.796614229679	-25629.006178975105	-42339.81605088711	-52662.11953473091	-27840.961873352528	-64330.546769320965	-1486.203910768032	-32683.57291430235	-34514.86102706194	-12480.602234125137	-18430.07396477461	-46105.558201253414	-13564.8024097085	-13400.2943623662	-2269.542166829109	-68864.04078352451	-60119.153429210186	-15280.823305904865	-15181.39153599739	-9045.37489694357	-14717.137926340103	-9544.177654266357	-7166.933411955833	-8253.06137919426	-1572.3627256155014
-17182.755927443504	-16420.261750936508	-16093.638060212135	-12633.1083406806	-40657.2521340847	-51860.51417863369	-13408.216044783592	-10917.31153780222	-13695.038833498955	-1585.377153813839	-17596.761213719845	-7195.853234410286	-14171.149370253086	-13850.647290706635	-18339.479863405228	-15535.194198668003	-16539.472083091736	-1343.9727458953857	-15591.676759004593	-17346.033408164978	-15170.437181174755	-52915.14600819349	-1823.318644106388	-25687.84026092291	-42272.15149092674	-52591.58312624693	-27804.648802101612	-64320.66584980488	-1539.012197971344	-32683.59203583002	-34477.3212672472	-12414.59478020668	-18434.34961384535	-46204.67816179991	-13595.717755675316	-13361.174563109875	-2286.3860401511192	-68915.71686285734	-60132.14149534702	-16063.477125167847	-15401.092926800251	-9097.386867523193	-14727.272730410099	-9683.854892730713	-7185.843887686729	-8301.214619398117	-1537.0670332312584
-18106.88974249363	-16947.16273677349	-16969.2591740489	-12132.261138021946	-40386.785888552666	-51403.73866611719	-13385.658448517323	-10919.203102350235	-13810.547667086124	-1737.8003634810448	-20081.68343359232	-7174.301497578621	-14090.41867250204	-14210.165939331055	-18081.55272769928	-15310.717511832714	-16378.490407466888	-1369.2356090545654	-15082.050133228302	-17325.62767446041	-15100.506488621235	-52631.90204310417	-1938.0054004192352	-25599.08097743988	-42106.061754345894	-52485.236091554165	-27612.23670232296	-64018.65613293648	-1616.8434674739838	-32562.177435934544	-34308.70944005251	-12365.684419631958	-18331.27666389942	-45883.597596883774	-13545.87841874361	-14421.851812720299	-2363.3727788329124	-68475.19294762611	-60842.50968551636	-15206.028636932373	-15055.362134575844	-9033.326171875	-14714.772197067738	-9471.7704372406	-7170.50384747982	-8269.494366407394	-1648.686714708805
-19928.171111106873	-16858.222515821457	-16969.140589237213	-12003.676805198193	-40314.74367803335	-51329.19827449322	-13290.572587251663	-10913.737067580223	-13686.641281306744	-1899.5480595827103	-18722.58921802044	-7154.8517771959305	-13946.348178684711	-14488.174409985542	-18275.756639420986	-15427.970469415188	-16524.319436728954	-1343.0982360839844	-15230.425285577774	-18333.932240068913	-15354.695253133774	-52459.35373997688	-2001.422707259655	-25517.390475809574	-41979.87851655483	-52427.502746999264	-27542.94226229191	-63809.84945863485	-1638.725194811821	-32548.401338994503	-34288.61278665066	-12359.79787838459	-18450.33264052868	-45879.810629844666	-14165.240623354912	-13395.222207069397	-2430.5891376137733	-68549.52134013176	-60658.14373207092	-15149.655295670033	-15098.603159308434	-9038.948162078857	-14656.459827899933	-9448.893766403198	-7222.664952218533	-8226.042156934738	-1689.0178726911545
-16964.666865825653	-16183.51146376133	-15878.974428474903	-11990.268635451794	-40015.45819604397	-50972.353534162045	-13186.615879178047	-10814.647002279758	-14122.235411703587	-2000.7893235683441	-17165.526520729065	-7138.935586094856	-13374.402114391327	-14634.753693401814	-17916.657852828503	-15216.68251156807	-16172.136259675026	-1410.1130657196045	-15069.363322496414	-16951.626601338387	-14895.631609976292	-52173.30293464661	-2145.3273755908012	-25331.385951578617	-41710.75093173981	-52008.22038370371	-27438.997310578823	-63284.929865419865	-1748.164219737053	-32290.38976275921	-34072.33983176947	-12253.034027695656	-19147.055245637894	-45498.683957874775	-14195.696270227432	-12785.28421574831	-2519.214370548725	-67917.270765841	-59163.521486878395	-15080.510559678078	-14980.170533776283	-8927.193101882935	-14504.12013566494	-9381.95474243164	-7120.264749884605	-8141.583675146103	-1714.600795686245
-17065.13674402237	-16085.698412895203	-15966.639767408371	-11757.112627506256	-39890.30798840523	-50960.02460551262	-13390.750538349152	-11222.284670054913	-13601.776705265045	-2016.5631574392319	-17411.55555844307	-7327.108399510384	-13858.818151056767	-13697.23776870966	-18008.799533963203	-15273.72425186634	-16355.148411035538	-1279.8188877105713	-14897.809658288956	-16996.027814507484	-14926.918692409992	-52208.21407085657	-1870.3562123775482	-25175.476147055626	-41564.91764360666	-51983.68820500374	-27415.554927170277	-63264.20195275545	-1646.3095131516457	-32265.148948848248	-34103.092302024364	-12252.178393244743	-18098.437650442123	-45527.262189269066	-13339.448350012302	-13214.277770400047	-2464.953271150589	-68043.56795543432	-59287.89767497778	-14995.831621050835	-15047.760650515556	-8901.520900726318	-14470.635653018951	-9359.158222198486	-7274.90443867445	-8538.309748530388	-1597.7135637402534
-16804.75581550598	-15889.804211258888	-15939.306051671505	-11925.866946101189	-39675.42445296049	-50442.78808557987	-13187.619316875935	-10616.001223146915	-13566.560678005219	-2146.270300388336	-18830.011333048344	-7036.946334004402	-13856.965161502361	-13219.06016010046	-19249.085836946964	-16028.778673648834	-16332.47374612093	-1510.5015087127686	-15124.020807027817	-17211.929418087006	-14894.471862792969	-51667.183347165585	-2387.314429461956	-25088.8012714386	-41374.314396977425	-51422.65446764231	-27149.989291012287	-62775.0166772604	-1859.3448201417923	-31939.1050491333	-33698.127058684826	-12169.012042760849	-17982.82771360874	-45025.93425911665	-12681.117528021336	-14138.753362417221	-2636.788137614727	-67220.32643806934	-58695.36649876833	-14933.219309747219	-14830.500241339207	-8857.129268586636	-14403.782593667507	-9321.225305557251	-7019.996621489525	-8156.1204879283905	-1880.8258547186852
-18626.037184119225	-15800.863990306854	-15939.187466859818	-11797.282613277435	-39603.38224244118	-50368.2476939559	-13092.533455610275	-10610.535188376904	-13442.654292225838	-2308.0179964900017	-17470.917117476463	-7017.496613621712	-13712.894667685032	-13497.068630754948	-19443.28974866867	-16146.031631231308	-16478.302775382996	-1484.3641357421875	-15272.395959377289	-18220.233983695507	-15148.660627305508	-51494.635044038296	-2450.731736302376	-25007.110769808292	-41248.13115918636	-51364.921123087406	-27080.694850981236	-62566.210002958775	-1881.2265474796295	-31925.32895219326	-33678.030405282974	-12163.125501513481	-18101.883690238	-45022.14729207754	-13300.479732632637	-13112.12375676632	-2704.004496395588	-67294.65483057499	-58511.000545322895	-14876.845968484879	-14873.741266071796	-8862.751258790493	-14345.470224499702	-9298.348634719849	-7072.157726228237	-8112.668278455734	-1921.1570127010345
-17722.385925412178	-16880.9998408556	-16543.785214483738	-12393.395902752876	-39767.10033208132	-50698.33540934324	-13095.12383055687	-10793.919842422009	-13416.53712195158	-1949.9206901192665	-18188.87215578556	-7078.86098587513	-13857.51444798708	-14195.053808808327	-17972.328415095806	-15189.334048509598	-16156.053905427456	-1541.875410079956	-15251.178499102592	-17031.036752343178	-14838.611503064632	-51728.8345297575	-2135.819124519825	-25140.56141680479	-41348.10745871067	-51492.3542419672	-27160.07760709524	-62891.63483637571	-1818.5330214500427	-31958.71663171053	-33700.68585652113	-12152.31492638588	-18062.763122200966	-45184.95309382677	-13884.221764445305	-13114.78536182642	-2630.838897049427	-67421.63909810781	-59738.07894742489	-15708.61317628622	-15042.641294836998	-8923.148502349854	-14443.598777532578	-9465.857006072998	-7061.858826041222	-8130.616543531418	-1836.8957545757294
-17108.66363722086	-17493.63666898012	-13988.049437582493	-12331.992393374443	-39720.90731352568	-50582.03181749582	-13031.283564448357	-10766.54313081503	-13406.678008973598	-2194.383154630661	-17296.05101877451	-7019.458499908447	-13658.533637225628	-13515.231316745281	-17657.7122695446	-15011.07411146164	-16077.402503490448	-1527.8918323516846	-14734.953404605389	-17033.49885082245	-14826.659849345684	-51626.437523663044	-2232.026674091816	-25094.744707345963	-41236.843610048294	-51493.18907529116	-27179.074634492397	-62619.37712049484	-1851.1617876291275	-31919.92443871498	-33705.360250115395	-12114.09106516838	-17917.977667570114	-45115.91094958782	-13297.940034210682	-13208.824715197086	-1554.3511444330215	-67029.66947937012	-59507.62035936117	-14943.357077419758	-14773.606866240501	-8844.928954839706	-15543.455643415451	-9331.837177276611	-7100.056555151939	-8154.261167407036	-1883.6616396307945
-16587.26811337471	-13796.632017672062	-17392.9711702466	-11351.041991591454	-39192.211917221546	-49793.91435909271	-13006.272080600262	-10522.716308653355	-13381.626778364182	-2252.1980298757553	-18687.9156345129	-6940.448439717293	-13715.378637969494	-13111.844482004642	-17419.14729744196	-14782.106606304646	-15877.157638549805	-1625.4609508514404	-14608.840329051018	-16703.116321384907	-14631.077463448048	-50969.84651499987	-2578.78946018219	-24735.246816277504	-40769.877289533615	-50783.20751875639	-26795.510068893433	-62127.11434572935	-1993.4832182526588	-31514.010251820087	-33212.40999805927	-11984.32806444168	-17693.640717983246	-44417.523178100586	-12519.129099488258	-13929.398152887821	-2827.0345273017883	-66263.61905145645	-57906.61960875988	-14778.458238601685	-14572.653524696827	-8743.529991149902	-14156.041827738285	-9215.667646408081	-6949.922342658043	-7992.393658399582	-2075.66058331728
-18408.549481987953	-13707.691796720028	-17392.852585434914	-11222.4576587677	-39120.16970670223	-49719.37396746874	-12911.186219334602	-10517.250273883343	-13257.7203925848	-2413.945725977421	-17328.82141894102	-6920.998719334602	-13571.308144152164	-13389.85295265913	-17613.351209163666	-14899.35956388712	-16022.98666781187	-1599.3235778808594	-14757.21548140049	-17711.42088699341	-14885.266227960587	-50797.29821187258	-2642.2067670226097	-24653.556314647198	-40643.694051742554	-50725.47417420149	-26726.21562886238	-61918.30767142773	-2015.364945590496	-31500.234154880047	-33192.31334465742	-11978.441523194313	-17812.696694612503	-44413.73621106148	-13138.49130409956	-12902.76854723692	-2894.2508860826492	-66337.9474439621	-57722.253655314445	-14722.084897339344	-14615.894549429417	-8749.15198135376	-14097.72945857048	-9192.790975570679	-7002.083447396755	-7948.941448926926	-2115.991741299629
-17504.296863794327	-16644.24955368042	-16329.121582746506	-11750.55619752407	-39125.306394040585	-49810.1747648716	-12873.523664951324	-10691.255306899548	-13843.733700156212	-2365.3328598737717	-17757.63746279478	-7021.9433375597	-13060.76719212532	-14979.160211503506	-17549.50640451908	-14870.822361409664	-15788.718082010746	-1608.0157299041748	-14728.865062594414	-16636.629945516586	-14563.805931866169	-50986.99145621061	-2457.827856004238	-24784.1071074605	-40786.706899523735	-50908.99149942398	-26794.426115572453	-61855.8988519907	-2027.6850432157516	-31565.514358639717	-33295.704421043396	-11990.754173874855	-18775.46875399351	-44478.95888990164	-14484.200278997421	-12538.895014464855	-2863.667227447033	-66423.19300109148	-58769.45893895626	-14725.646610796452	-14621.71890181303	-8752.954736709595	-14220.446182787418	-9163.956855773926	-6996.279688239098	-7970.985599279404	-2014.429517030716
-17604.766741991043	-16546.436502814293	-16416.786921679974	-11517.400189578533	-39000.156186401844	-49797.84583622217	-13077.658324122429	-11098.892974674702	-13323.27499371767	-2381.1066937446594	-18003.666500508785	-7210.116150975227	-13545.18322879076	-14041.644286811352	-17641.648085653782	-14927.864101707935	-15971.730233371258	-1477.7215518951416	-14557.311398386955	-16681.031158685684	-14595.09301429987	-51021.90259242058	-2182.856692790985	-24628.197302937508	-40640.87361139059	-50884.45932072401	-26770.983732163906	-61835.170939326286	-1925.8303366303444	-31540.273544728756	-33326.456891298294	-11989.898539423943	-17726.85115879774	-44507.53712129593	-13627.952358782291	-12967.888569116592	-2809.406128048897	-66549.4901906848	-58893.835127055645	-14640.967672169209	-14689.309018552303	-8727.282535552979	-14186.96170014143	-9141.160335540771	-7150.919377028942	-8367.711672663689	-1897.5422850847244
-16420.25199842453	-15823.641315340996	-15513.832092106342	-12187.001710832119	-39055.73889648914	-49737.38482880592	-12897.084698915482	-10490.717963218689	-13172.550132870674	-2358.390627026558	-16937.200055241585	-6941.505822300911	-13624.0609369874	-13203.948029577732	-19139.86152434349	-15907.395210325718	-16110.037244081497	-1683.1413097381592	-15293.149172902107	-16917.338495969772	-14632.576877236366	-50764.11583381891	-2585.128153562546	-24630.28171080351	-40616.3601013422	-50429.77261805534	-26697.83019578457	-61647.995380699635	-2061.0343741178513	-31335.644244909286	-33090.103475153446	-11955.64254951477	-17714.314171910286	-44327.28975605965	-13019.46087372303	-12831.686911523342	-2904.2542558312416	-66166.77258855104	-57590.93576067686	-15435.803849101067	-14817.77940160036	-8746.95159906149	-14132.609174132347	-9315.311874389648	-6911.351600050926	-8017.242665052414	-2069.0348945856094
-17648.293635189533	-17954.374758899212	-14438.196591854095	-12092.27995544672	-38830.75551152229	-49419.853048205376	-12718.191350221634	-10643.151435434818	-13128.176297426224	-2558.9266909360886	-17888.161960840225	-6902.466251373291	-13344.898714959621	-13859.637834846973	-17290.56082123518	-14665.213961303234	-15693.984325826168	-1725.7944965362549	-14394.455144703388	-16718.50219500065	-14494.834171235561	-50440.12604522705	-2544.527154505253	-24547.465863227844	-40312.79957783222	-50393.96019101143	-26534.503439486027	-61190.34610706568	-2130.6826111078262	-31195.04903459549	-32928.724839389324	-11851.81121134758	-17546.39117592573	-44096.185881614685	-13586.444042980671	-12962.435513913631	-1898.8040013313293	-65535.59171462059	-59113.55781143904	-14588.493128538132	-14415.155234277248	-8670.690589666367	-15259.78169053793	-9113.839290618896	-6976.071493506432	-7983.663091540337	-2183.4903609752655
-16202.162936806679	-15586.891028165817	-15299.16846036911	-11544.162005603313	-38413.94495844841	-48849.22418433428	-12675.484533309937	-10388.053427696228	-13599.746711075306	-2773.802796781063	-16505.965362250805	-6884.588173985481	-12827.31368112564	-13988.054432272911	-18717.039513766766	-15588.883523225784	-15742.701420664787	-1749.281629562378	-14770.835736393929	-16522.93168914318	-14357.771306037903	-50022.272760272026	-2907.136885046959	-24273.827401459217	-40054.959542155266	-49846.40987551212	-26332.17870426178	-60612.25939631462	-2270.18639588356	-30942.441971838474	-32685.122039675713	-11794.081797003746	-18427.01980370283	-43621.295552134514	-13619.439388275146	-12255.796564161777	-3137.0825862288475	-65168.32649153471	-56622.31575220823	-14452.837283611298	-14396.857008576393	-8576.75783342123	-13909.456579387188	-9013.411724090576	-6845.772462248802	-7857.6117208004	-2246.568657040596
